,City,Country,Lat,Lng,Time,Max Temp,Humidity,Cloudiness,Wind Speed
375,Fereydūnkenār,IR,36.69,52.52,1586626053,50.0,87,56,2.24
376,Quatre Cocos,MU,-20.21,57.76,1586626053,77.0,73,75,13.87
377,Taoudenni,ML,22.68,-3.98,1586626053,100.29,7,0,3.87
378,Sitka,US,57.05,-135.33,1586625833,37.4,59,1,3.36
379,Kahama,TZ,-3.83,32.6,1586626053,68.25,58,38,4.94
380,Salmās,IR,38.2,44.77,1586626053,48.2,66,40,6.93
381,Tommot,RU,58.96,126.29,1586626053,29.57,90,33,1.57
382,Dhemāji,IN,27.48,94.58,1586626053,73.11,46,0,5.32
383,Northam,GB,51.03,-4.22,1586626004,71.01,64,58,5.01
384,Stornoway,GB,58.21,-6.39,1586626054,48.2,87,100,19.46
385,Chervone,UA,49.96,28.86,1586626054,41.92,56,19,8.66
386,Castelo do Piauí,BR,-5.32,-41.55,1586626054,84.09,75,91,3.04
387,Miami Beach,US,25.79,-80.13,1586625943,84.99,69,75,13.87
388,Waingapu,ID,-9.66,120.26,1586626054,77.63,78,27,5.97
389,Grand Gaube,MU,-20.01,57.66,1586626054,77.0,73,75,13.87
390,Nouadhibou,MR,20.93,-17.03,1586625815,77.0,53,0,20.8
391,Churāchāndpur,IN,24.33,93.67,1586626054,65.57,32,1,1.03
392,Nabire,ID,-3.37,135.48,1586626054,77.0,89,87,2.1
393,Bahía Solano,CO,6.23,-77.4,1586626054,79.5,84,100,2.98
394,Bestöbe,KZ,52.5,73.1,1586626054,46.47,60,56,8.48
395,Solnechnyy,RU,50.72,136.63,1586626054,31.75,80,58,3.76
396,Methven,NZ,-43.63,171.65,1586626054,52.66,57,91,13.22
397,Kruisfontein,ZA,-34.0,24.73,1586626054,64.45,55,100,2.82
398,Vysokogornyy,RU,50.12,139.15,1586626055,21.16,90,44,3.76
399,Koumac,NC,-20.57,164.28,1586626055,74.05,75,30,5.64
400,Charyshskoye,RU,51.4,83.56,1586626055,35.55,68,1,2.73
401,Tambura,SS,5.6,27.47,1586626055,74.62,71,97,4.81
402,Acará,BR,-1.96,-48.2,1586626055,85.01,86,60,3.51
403,Maragogi,BR,-9.01,-35.22,1586626055,86.18,61,53,10.8
404,Altay,CN,47.87,88.12,1586626055,43.72,39,64,5.1
405,Bambari,CF,5.77,20.68,1586626055,77.07,74,100,5.28
406,Codrington,AU,-38.27,141.97,1586625743,51.37,73,64,11.7
407,Cranbrook,CA,49.5,-115.77,1586625998,32.0,56,75,5.82
408,Sioux Lookout,CA,50.1,-91.92,1586626055,32.0,76,90,13.87
409,Berasia,IN,23.63,77.43,1586626055,85.5,13,14,3.98
410,Parrita,CR,9.52,-84.32,1586626055,86.0,48,100,13.87
411,Ilulissat,GL,69.22,-51.1,1586625914,37.4,59,75,6.93
412,Westlock,CA,54.15,-113.87,1586625979,25.0,62,90,16.11
413,Northallerton,GB,54.34,-1.43,1586626056,66.99,55,4,13.87
414,Druzhba,UA,52.04,33.95,1586626056,37.2,72,21,9.26
415,Presidencia Roque Sáenz Peña,AR,-26.79,-60.44,1586625946,79.99,29,0,4.88
416,Yumen,CN,40.28,97.2,1586625887,46.94,21,82,7.0
417,Yinchuan,CN,38.47,106.27,1586625809,44.01,12,0,5.01
418,Coruripe,BR,-10.13,-36.18,1586626056,86.63,61,3,12.71
419,Kargasok,RU,59.06,80.86,1586626056,32.9,93,56,6.96
420,Vryheid,ZA,-27.77,30.79,1586626056,61.92,54,27,2.55
421,Guiratinga,BR,-16.35,-53.76,1586626056,84.2,58,32,3.38
422,Vestmannaeyjar,IS,63.44,-20.27,1586626056,44.6,93,90,4.7
423,Labytnangi,RU,66.66,66.42,1586626056,13.01,92,7,7.85
424,Diego de Almagro,CL,-26.37,-70.05,1586626056,81.45,16,0,13.6
425,Bose,IT,45.46,8.01,1586626056,77.0,16,0,4.7
426,Lompoc,US,34.64,-120.46,1586626056,64.99,72,40,8.05
427,Mizdah,LY,31.45,12.98,1586626057,62.8,42,14,13.76
428,Wewak,PG,-3.55,143.63,1586626057,78.6,85,100,2.98
429,Vaitape,PF,-16.52,-151.75,1586626057,83.79,73,100,9.35
430,Vega de Alatorre,MX,20.03,-96.63,1586626057,84.24,77,45,8.05
431,Øksfjord,NO,70.24,22.35,1586626057,32.0,89,40,10.29
432,Wani,IN,20.07,78.95,1586626057,88.95,14,0,5.35
433,Plettenberg Bay,ZA,-34.05,23.37,1586626057,66.52,59,100,3.15
434,Thai Binh,VN,20.45,106.33,1586626057,75.2,94,65,4.7
435,Shipitsyno,RU,61.28,46.52,1586626057,26.2,94,94,3.78
436,Kangaatsiaq,GL,68.31,-53.46,1586626057,30.49,87,88,0.63
437,Istanbul,TR,41.04,28.98,1586626057,55.4,62,39,12.75
438,Coyhaique,CL,-45.58,-72.07,1586626057,53.6,46,40,5.82
439,Saquena,PE,-4.67,-73.52,1586626057,82.31,82,84,1.68
440,Ngunguru,NZ,-35.62,174.5,1586626057,55.99,97,7,3.0
441,Vidim,RU,56.41,103.11,1586626057,28.47,89,70,3.6
442,Arona,ES,28.1,-16.68,1586626058,73.0,64,75,19.46
443,Trincomalee,LK,8.57,81.23,1586626058,81.46,78,1,6.22
444,Marzuq,YE,14.4,46.47,1586626058,74.53,45,3,7.36
445,Keetmanshoop,NA,-26.58,18.13,1586626058,87.8,12,0,12.75
446,Marfino,RU,55.7,37.38,1586626058,39.2,55,35,15.66
447,Rio Grande,BR,-32.03,-52.1,1586625918,75.2,53,40,9.17
448,Hobyo,SO,5.35,48.53,1586626058,83.71,66,0,15.01
449,Peruíbe,BR,-24.32,-47.0,1586626058,72.95,59,34,5.91
450,Mulegé,MX,26.88,-111.98,1586626058,68.95,38,0,7.67
451,Natal,BR,-5.79,-35.21,1586626058,87.8,70,40,16.11
452,Zhob,PK,31.34,69.45,1586626058,69.15,33,63,1.52
453,Aswān,EG,24.09,32.91,1586626058,77.0,16,0,10.29
454,Sur,OM,22.57,59.53,1586625873,81.01,65,30,12.41
455,Juneau,US,58.3,-134.42,1586625887,35.6,64,1,2.26
456,Nālūt,LY,30.33,10.85,1586626059,76.64,15,3,6.02
457,Vanimo,PG,-2.67,141.3,1586626059,79.56,84,66,1.61
458,Saint-Pierre,RE,-21.34,55.48,1586625706,77.0,69,43,8.05
459,Vestmanna,FO,62.16,-7.17,1586626005,46.4,87,100,10.29
460,Porto Santo,PT,33.07,-16.34,1586626059,64.4,72,40,13.87
461,Ducheng,CN,23.24,111.53,1586626059,58.78,80,86,5.39
462,Gari,RU,59.43,62.35,1586626059,39.04,77,98,7.92
463,Hofn,IS,64.25,-15.21,1586625931,41.32,83,81,20.27
464,Farafangana,MG,-22.82,47.83,1586626059,75.22,85,8,6.44
465,Mana,GF,5.66,-53.78,1586626059,83.73,63,98,9.78
466,Panjakent,TJ,39.5,67.61,1586626059,59.0,77,20,9.17
467,Bisira,PA,8.52,-81.71,1586626059,75.34,43,97,8.19
468,Havelock,US,34.88,-76.9,1586626059,63.0,31,1,11.41
469,Hukuntsi,BW,-24.0,21.75,1586626059,72.97,35,40,6.22
470,Mount Gambier,AU,-37.83,140.77,1586626059,51.8,66,90,4.7
471,Kenora,CA,49.82,-94.43,1586626060,32.0,58,90,9.17
472,Poum,NC,-20.23,164.02,1586626060,77.81,72,37,10.31
473,Fomboni,KM,-12.28,43.74,1586626060,83.68,77,58,12.33
474,Kandrian,PG,-6.22,149.55,1586626060,78.78,82,85,4.34
475,Khasan,RU,42.43,130.64,1586626060,36.01,82,98,2.01
476,Soma,TR,39.19,27.61,1586626060,59.0,44,3,11.41
477,Verkhnyaya Inta,RU,65.98,60.31,1586626060,15.4,94,57,4.85
478,Tam Ky,VN,15.57,108.48,1586626060,80.6,83,40,1.12
479,Jalu,LY,29.03,21.55,1586625877,67.12,26,49,8.81
480,Kaeo,NZ,-35.1,173.78,1586625801,55.99,93,27,9.26
481,Danshui,CN,22.8,114.47,1586626060,68.0,88,75,15.66
482,Halifax,CA,44.65,-63.57,1586625872,46.99,60,75,16.11
483,Loandjili,CG,-4.76,11.86,1586626060,86.0,74,20,5.82
484,Tromsø,NO,69.65,18.96,1586626033,33.8,96,75,17.22
485,Lagoa,PT,39.05,-27.98,1586625832,61.81,70,0,10.65
486,Kirakira,SB,-10.45,161.92,1586625905,80.55,80,98,6.55
487,Palora,EC,-1.7,-77.93,1586625686,69.8,94,90,3.36
488,North Bend,US,43.41,-124.22,1586625900,57.0,81,90,9.17
489,Kanniyākumāri,IN,8.08,77.57,1586626061,84.61,70,1,10.74
490,Rocha,UY,-34.48,-54.33,1586626061,69.76,58,42,5.14
491,Alyangula,AU,-13.85,136.42,1586626061,77.0,94,40,1.12
492,Kupang,ID,-10.17,123.58,1586626061,79.92,76,55,7.85
493,Muros,ES,42.78,-9.06,1586626061,61.0,82,75,5.82
494,Korla,CN,41.76,86.15,1586625984,58.8,21,17,3.67
495,Vitim,RU,59.45,112.56,1586626061,30.06,94,100,4.03
496,Chirongui,YT,-12.93,45.15,1586626061,82.4,78,16,1.12
497,Burns Lake,CA,54.23,-125.75,1586626061,36.3,55,23,2.39
498,Moussoro,TD,13.64,16.49,1586626061,88.9,11,66,11.72
499,Ketchikan,US,55.34,-131.65,1586626061,42.8,41,1,5.82
500,Shizunai-furukawachō,JP,42.33,142.37,1586626061,34.23,88,99,2.93
501,Manicoré,BR,-5.81,-61.3,1586626061,90.99,59,80,2.75
502,Lukiv,UA,51.05,25.4,1586626062,41.25,59,0,6.33
503,Ituaçu,BR,-13.81,-41.3,1586626062,82.62,61,68,2.91
504,Kenai,US,60.55,-151.26,1586626062,30.0,68,1,4.7
505,Navan,IE,53.65,-6.68,1586626062,66.2,37,40,9.17
506,Bandarbeyla,SO,9.49,50.81,1586626062,81.63,72,2,12.88
507,Kamenka,RU,51.32,42.77,1586626062,37.99,90,100,1.01
508,Storsteinnes,NO,69.24,19.23,1586626062,33.8,69,100,21.92
509,Salalah,OM,17.02,54.09,1586625958,84.2,70,75,9.17
510,Kununurra,AU,-15.77,128.73,1586626062,78.8,78,90,3.36
511,Tocopilla,CL,-22.09,-70.2,1586626062,82.96,28,29,5.84
512,Giraltovce,SK,49.11,21.52,1586626062,57.99,28,1,10.29
513,Bay City,US,43.59,-83.89,1586626062,54.0,32,1,11.41
514,Mahibadhoo,MV,3.78,72.97,1586626062,84.74,66,17,1.7
515,Nianzishan,CN,47.52,122.88,1586626062,45.0,70,9,3.0
516,Tiarei,PF,-17.53,-149.33,1586626063,80.6,78,75,4.7
517,Kendari,ID,-3.94,122.5,1586626063,74.35,95,100,1.59
518,Bilibino,RU,68.05,166.44,1586625716,4.17,89,97,1.34
519,Caravelas,BR,-17.71,-39.25,1586625821,81.86,78,45,12.33
520,Krasnokamensk,RU,50.1,118.04,1586626063,43.54,37,0,3.71
521,Mariehamn,AX,60.1,19.93,1586626063,39.2,64,95,6.93
522,Ilebo,CD,-4.32,20.58,1586626063,75.63,79,82,1.43
523,Kīhei,US,20.79,-156.47,1586626063,73.0,83,20,5.82
524,Idanre,NG,7.11,5.12,1586626063,82.09,47,91,4.12
525,Stepnyak,KZ,52.83,70.78,1586626063,43.2,58,71,6.17
526,Manado,ID,1.49,124.85,1586626063,73.4,94,20,2.24
527,Kachīry,KZ,53.07,76.1,1586626063,46.4,61,66,7.65
528,Mankono,CI,8.06,-6.19,1586626063,88.2,45,39,5.88
529,Luklukan,PH,14.33,122.71,1586626063,78.6,79,42,5.01
530,Verāval,IN,20.9,70.37,1586626064,80.22,64,2,12.88
531,Linxia Chengguanzhen,CN,35.6,103.21,1586626064,41.7,25,0,1.1
532,Keti Bandar,PK,24.14,67.45,1586626064,79.03,72,83,11.1
533,İstisu,AZ,40.95,48.07,1586626064,51.8,71,90,3.36
534,Ust'-Tarka,RU,55.57,75.7,1586626064,38.01,85,1,6.8
535,Pa Sang,TH,18.53,98.94,1586626064,84.2,45,20,1.12
536,Carauari,BR,-4.88,-66.9,1586625769,91.06,50,53,1.74
537,Longaví,CL,-35.97,-71.68,1586626064,75.25,30,100,4.09
538,Carutapera,BR,-1.2,-46.02,1586626064,82.27,82,83,8.81
539,Salym,RU,60.06,71.48,1586626064,35.82,88,12,6.08
540,Oddur,SO,4.12,43.89,1586625907,82.31,54,80,4.92
541,Sumbe,AO,-11.21,13.84,1586626064,80.22,85,54,6.26
542,Thyborøn,DK,56.7,8.21,1586626064,48.0,85,100,5.01
543,Almaznyy,RU,48.04,40.05,1586626064,44.6,42,20,6.71
544,Prince Rupert,CA,54.32,-130.32,1586626064,48.2,34,1,2.24
545,Dunedin,NZ,-45.87,170.5,1586626065,51.01,94,78,1.99
546,Nelson Bay,AU,-32.72,152.15,1586626065,57.99,47,1,11.41
547,Atambua,ID,-9.11,124.89,1586626065,72.88,80,30,3.13
548,Road Town,VG,18.42,-64.62,1586626065,86.0,66,20,5.82
549,Letka,RU,59.6,49.42,1586626065,26.56,95,100,3.67
550,Beyneu,KZ,45.32,55.2,1586626065,54.27,45,44,5.26
551,Yambio,SS,4.57,28.4,1586626065,70.29,75,96,5.37
552,Wapakoneta,US,40.57,-84.19,1586626065,55.0,40,40,10.29
553,Muhafazat Lahij,YE,13.17,44.58,1586626065,81.86,49,15,8.46
554,Haines Junction,CA,60.75,-137.51,1586625850,26.56,74,0,0.47
555,Ambon City,ID,-3.7,128.18,1586626065,82.56,74,3,5.53
556,Egvekinot,RU,66.32,-179.17,1586625741,7.95,75,13,3.02
557,Nacozari,MX,25.34,-108.26,1586626065,75.99,50,57,3.0
558,Yilan,TW,24.76,121.75,1586626066,69.01,93,75,6.93
559,Virginia Beach,US,36.85,-75.98,1586625545,61.0,28,20,8.05
560,Tobol,KZ,52.68,62.58,1586626066,39.6,74,94,6.51
561,Ondjiva,AO,-17.07,15.73,1586626066,82.4,48,40,9.17
562,Raudeberg,NO,61.99,5.14,1586625783,46.99,100,100,12.75
563,Bridgetown,BB,13.1,-59.62,1586626066,87.8,55,40,14.99
564,Taman',RU,45.21,36.72,1586626066,48.0,49,1,4.47
565,Chulym,RU,55.1,80.96,1586626066,30.4,97,90,5.88
566,Ayorou,NE,14.73,0.92,1586626066,98.08,16,87,6.17
567,Vammala,FI,61.33,22.9,1586626066,39.2,44,71,11.41
568,Mayo,US,38.89,-76.51,1586626021,57.99,32,20,12.75
569,Lingao,CN,19.91,109.69,1586626066,74.82,89,41,5.19
570,Kommunisticheskiy,RU,61.68,64.48,1586626066,36.55,90,100,6.49
571,Saint-Joseph,RE,-21.37,55.62,1586626066,77.0,69,48,8.05
572,Los Llanos de Aridane,ES,28.66,-17.92,1586626067,69.8,68,75,12.75
573,Trairi,BR,-3.28,-39.27,1586626067,85.21,70,99,9.26
574,Sechura,PE,-5.56,-80.82,1586626024,79.88,62,94,8.3
575,Khuzdar,PK,27.74,66.64,1586626067,76.53,22,77,1.32
576,Tefé,BR,-3.35,-64.71,1586626067,86.0,84,20,2.64
577,Pangody,RU,65.85,74.49,1586626067,36.09,97,100,17.58
578,Neuquén,AR,-38.95,-68.06,1586626058,71.6,24,73,7.23
579,Garden City,US,42.33,-83.33,1586626067,55.99,34,40,10.29
580,Magadan,RU,59.57,150.8,1586626067,16.74,91,100,9.53
581,Verkhnevilyuysk,RU,63.45,120.32,1586626067,30.9,96,97,8.66
582,Sola,VU,-13.88,167.55,1586626067,80.51,75,34,12.82
583,Homer,US,59.64,-151.55,1586626067,34.0,80,1,3.51
584,Villarrobledo,ES,39.27,-2.6,1586626068,64.0,41,99,5.99
585,Lincoln,US,40.8,-96.67,1586626068,66.0,45,20,5.82
586,Rensvik,NO,63.1,7.82,1586626068,42.8,81,100,13.87
587,Santa Isabel Rio Negro,BR,-0.41,-65.02,1586626068,82.6,88,83,6.51
588,Tobermory,CA,45.25,-81.67,1586626068,41.0,60,28,5.99
589,Tharād,IN,24.4,71.63,1586626070,88.27,24,9,8.55
590,Chhindwāra,IN,22.07,78.93,1586625904,82.98,16,8,0.87
591,Broome,US,42.25,-75.83,1586626070,46.0,41,75,13.87
592,Ucluelet,CA,48.93,-125.55,1586626070,55.99,81,5,4.7
593,Qui Nhon,VN,13.77,109.23,1586626070,78.33,85,100,2.24
594,Buala,SB,-8.14,159.59,1586626070,80.76,82,100,7.49
595,Nguruka,TZ,-5.11,31.04,1586626070,68.18,69,78,3.85
596,Quelimane,MZ,-17.88,36.89,1586626070,78.8,78,20,4.7
